Identifier,PNL (*100%),Koef,USDProfit,Winrate,Single buy,Traded,Number of tokens traded,Buys,Sell,PnL < -0.5x %,PnL -0.5x to 0x %,PnL < 2x %,PnL 2x to 5x %,PnL > 5x %,Fast tx %,No buy hold ratio,SOL balance
f4Cs9Tin7dHyiN5hXuf5BEqsu5KjyqLuMVtS1DpPcQo,0.03,0.139175924,"2,264.23",51.35%,184.4539,882,296,367,515,2.36%,46.28%,50.68%,0.68%,0.00%,13.51%,0.00%,21.21336929
f4Cs9Tin7dHyiN5hXuf5BEqsu5KjyqLuMVtS1DpPcQo,0.03,0.138594356,"2,359.79",51.35%,184.0713,925,296,381,544,2.36%,46.28%,50.68%,0.68%,0.00%,13.51%,0.00%,21.73207207
8YforjBVUHoiUVBAckkqgfJAuCC7DiKKe13Z3fhdnDth,0.03,0.138572649,32.83,85.71%,32.0156,74,7,39,35,0.00%,42.86%,57.14%,0.00%,0.00%,0.00%,0.00%,0.396080641
Hd5bwcjmXhBoUrqaV65G3hyJbsHqNDn7wA4mTrhjTD5E,0.03,0.13849534,"4,204.44",42.69%,18.6991,16235,4828,6957,9278,3.96%,53.33%,42.00%,0.70%,0.00%,27.09%,0.00%,15.82268632
An5KM8Mvn3U5oG8wKkg59AnoXNa5WavqATMLknJYyDyZ,0.03,0.138485025,147.19,43.87%,16.9245,628,155,304,324,4.52%,51.61%,40.65%,2.58%,0.65%,1.29%,0.00%,0.712798829
6Yxt1LGc3Gz3j7AmjqVVtFQTxz8a9Hn64KuNX3XCjVn5,0.04,0.138013904,215.35,57.35%,23.8951,653,204,255,398,0.00%,42.65%,57.35%,0.00%,0.00%,21.57%,0.00%,0.599713549
G2mgnzpr59vYjKpwU9q5zVfS9yQ9HezMwjuqF7LACvR4,0.02,0.137991246,"2,209.20",40.79%,145.0155,1104,152,661,443,6.58%,51.97%,41.45%,0.00%,0.00%,3.95%,9.52%,1.722882569
2u9vYy2xBkSSzL6PyMHShYHhHKaatdYzJUuErDQHov1d,0.02,0.137821519,"3,664.82",63.11%,204.5466,1300,225,718,582,0.00%,36.89%,63.11%,0.00%,0.00%,26.67%,0.00%,1.876650309
Hc1QHC2fwmwrFWUUJWmNHkKNaGbUzCeWJh2pB4dM1Zj3,0.03,0.137778169,256.54,53.33%,120.9077,154,45,74,80,0.00%,46.67%,53.33%,0.00%,0.00%,11.11%,0.00%,2.441512679
FHuYMNeAErWNgEkf8Hyqao52tWjnqgMXLraWbxzHQCid,0.03,0.137294267,100.41,51.40%,15.4293,474,286,237,237,1.75%,46.85%,51.05%,0.35%,0.00%,15.38%,0.00%,1.721718972
FHuYMNeAErWNgEkf8Hyqao52tWjnqgMXLraWbxzHQCid,0.03,0.137145334,95.13,51.40%,15.3461,452,286,226,226,1.75%,46.85%,51.05%,0.35%,0.00%,15.38%,0.00%,1.695667268
4QhSgm3AcZp4CMFQeeWUp1Ljef1TiXDTx45RwBCVjsSz,0.03,0.136933146,"1,372.80",48.19%,73.6615,1361,665,655,706,0.00%,51.58%,48.12%,0.30%,0.00%,11.88%,0.00%,2.260260397
6Yxt1LGc3Gz3j7AmjqVVtFQTxz8a9Hn64KuNX3XCjVn5,0.04,0.136822375,208.8,57.35%,23.8821,639,204,248,391,0.00%,42.65%,57.35%,0.00%,0.00%,21.57%,0.00%,0.599993932
9GTVJLduxXwUR6otWSYgDLatYJCab61wHB8Vcoi2FNEf,0.02,0.136190914,"3,539.28",41.83%,316.9224,820,266,456,364,3.01%,55.26%,40.98%,0.75%,0.00%,18.05%,14.47%,21.227537
CTC7HVkCkPuChSJjArVip375ogvMUtQLhdzLfiPizdEc,0.03,0.136150199,"1,696.91",72.26%,203.6522,612,328,306,306,0.00%,27.74%,72.26%,0.00%,0.00%,3.35%,0.91%,52.03561365
4QhSgm3AcZp4CMFQeeWUp1Ljef1TiXDTx45RwBCVjsSz,0.03,0.135874773,"1,352.42",48.19%,74.3348,1339,665,644,695,0.00%,51.58%,48.12%,0.30%,0.00%,11.88%,0.00%,2.354813213
EDi1DBsWJ4j3KmxeAsoFdLpqrVksggG7Ato5L7PTXXwq,0.04,0.135782014,202.98,50.00%,182.3044,82,20,30,52,0.00%,50.00%,50.00%,0.00%,0.00%,30.00%,0.00%,1.92475562
4QhSgm3AcZp4CMFQeeWUp1Ljef1TiXDTx45RwBCVjsSz,0.03,0.135586698,"1,356.83",48.19%,73.9077,1354,665,651,703,0.00%,51.58%,48.12%,0.30%,0.00%,11.88%,0.00%,2.528580488
4QhSgm3AcZp4CMFQeeWUp1Ljef1TiXDTx45RwBCVjsSz,0.03,0.135416941,"1,351.34",48.19%,74.2493,1344,665,646,698,0.00%,51.58%,48.12%,0.30%,0.00%,11.88%,0.00%,2.501421165
9bpcAzNYDocobgLnJbQeBeR8sNENKC8QGCPWHVMjRAWz,0.03,0.135397645,275.13,51.92%,109.2481,186,60,99,87,10.00%,43.33%,46.67%,0.00%,0.00%,0.00%,0.00%,3.17732475
GctG23MTCLuCcHpd9SooasS6RnR3XKaYqTza9TBGGiDU,0.03,0.135392033,"1,035.52",44.59%,237.5251,322,74,126,196,2.70%,52.70%,44.59%,0.00%,0.00%,4.05%,0.00%,3.557022021
bjkcxMGh1B7EQcUivFwWR71PDBJs16y42tnhZ6xQNNo,0.03,0.134901923,978.99,40.23%,359.2599,202,87,100,102,1.15%,57.47%,41.38%,0.00%,0.00%,17.24%,1.14%,9.844974989
6rBoxvXcRVU2N25hScsT3ydy5dZxeVbaMCgQSKS5VJGS,0.03,0.134715714,"1,533.97",46.15%,217.3038,524,234,266,258,1.28%,52.56%,45.73%,0.43%,0.00%,7.26%,0.00%,14.6013732
CV6HyFpNV3mTNjx2g7zhKLeqw5nSuLWQ58zmgV7CyEmn,0.03,0.134708177,17.63,49.47%,7.4786,175,95,88,87,5.26%,45.26%,48.42%,1.05%,0.00%,21.05%,0.00%,0.238365101
gJLUrmNybEbrecJoKU4pYVNbp5qhiYLDRdyGzG4keRP,0.03,0.13449361,729.89,43.24%,408.0413,133,37,62,71,5.41%,48.65%,45.95%,0.00%,0.00%,2.70%,0.00%,12.10893753
E3AqGnc5yTBmgLiERKDDRw4cpHqDJPGmCSrd1K2p5Yw9,0.03,0.134414737,59.28,42.00%,27.7373,159,50,79,80,44.00%,14.00%,38.00%,4.00%,0.00%,0.00%,0.00%,0.670152145
4QhSgm3AcZp4CMFQeeWUp1Ljef1TiXDTx45RwBCVjsSz,0.03,0.134162488,"1,364.86",48.19%,73.7722,1379,665,663,716,0.00%,51.58%,48.12%,0.30%,0.00%,11.88%,0.00%,2.575780336
cuvDzzH3pubWtF5hDQX9hjjtBh3od2NjcTtBmm79gg2,0.03,0.133258617,994.43,42.72%,243.8695,306,105,150,156,6.67%,50.48%,42.86%,0.00%,0.00%,5.71%,1.87%,4.17332358
BVpyswzKKzQPgtAMPd89aRjnYT5m6c86heNmbkEZZWNM,0.03,0.13317968,130.45,43.31%,44.7262,219,157,108,111,0.00%,56.69%,43.31%,0.00%,0.00%,11.46%,0.00%,2.193039093
G2mgnzpr59vYjKpwU9q5zVfS9yQ9HezMwjuqF7LACvR4,0.02,0.133076944,"2,078.21",40.79%,145.8133,1071,152,637,434,6.58%,51.97%,41.45%,0.00%,0.00%,3.95%,9.52%,5.763338537
BZh77q8LsMYQ43Ckfc7VWE4iWwPWPWdoaTekT63XiRsg,0.02,0.132701069,313.34,47.22%,166.285,142,36,78,64,8.33%,44.44%,47.22%,0.00%,0.00%,0.00%,0.00%,1.517713388
J4Xu6yXgpVstgkRpbwptYR6hHmv4Nux62V4g2XiC5xih,0.02,0.132562982,235.78,56.18%,53.4122,333,89,189,144,8.99%,34.83%,56.18%,0.00%,0.00%,1.12%,2.20%,2.952117146
FjkwfPK91zbRKNZVRBEhz99EdjF46ytW8E95djHdG4RX,0.03,0.131785301,876.19,49.33%,400.5191,166,75,78,88,0.00%,49.33%,50.67%,0.00%,0.00%,14.67%,2.60%,15.64655302
8p4TNFjxfWeydexcUb3ojQdnzsfwgA1txahRDf9TWsft,0.03,0.131539336,941.11,50.28%,81.6734,876,361,438,438,0.00%,49.31%,50.14%,0.55%,0.00%,6.09%,0.00%,16.22434334
4SbDMrX8Zfj7qZtRKTBSQEavPkc7BP1kiJfT2f3dn8RL,0.02,0.131374719,859.93,62.86%,263.9366,248,81,135,113,1.23%,30.86%,58.02%,0.00%,0.00%,24.36%,17.02%,150.6512992
4QhSgm3AcZp4CMFQeeWUp1Ljef1TiXDTx45RwBCVjsSz,0.03,0.131172538,"1,346.46",48.19%,73.7944,1391,665,669,722,0.00%,51.58%,48.12%,0.30%,0.00%,11.88%,0.00%,2.153964621
bjkcxMGh1B7EQcUivFwWR71PDBJs16y42tnhZ6xQNNo,0.03,0.131106068,962.76,40.23%,353.0465,208,87,103,105,1.15%,57.47%,41.38%,0.00%,0.00%,17.24%,1.14%,9.712396854
vALBZLWCGpuH1T81kHxc42VDSHqdE6oKg8tYksPsaKP,0.02,0.13072124,884.98,52.91%,32.7844,2065,344,1400,665,2.91%,44.19%,52.33%,0.58%,0.00%,15.12%,0.58%,5.959904561
C5gercXHXAm3Q1NHBGRv2J56smF6PA8pyfxFVJePL3CK,0.08,0.130618442,"2,599.66",67.09%,183.7738,1083,79,168,915,1.27%,31.65%,67.09%,0.00%,0.00%,6.33%,0.00%,6.334592946
FFqbjpLmpVCYDMHk8ENJEzk1RWR3WzdoYqmRSqDhwaPY,0.04,0.130419452,417.4,47.54%,28.2226,1134,345,415,719,0.58%,51.59%,47.83%,0.00%,0.00%,23.77%,0.29%,0.974994216
BVpyswzKKzQPgtAMPd89aRjnYT5m6c86heNmbkEZZWNM,0.03,0.129753936,130.01,43.31%,44.1398,227,157,112,115,0.00%,56.69%,43.31%,0.00%,0.00%,11.46%,0.00%,2.183800144
7i3o54aRBhKDWWU71J1R7ys5n7AS7ASQPgN4v4vaEUc7,0.04,0.129516393,264.69,47.37%,268.9052,76,19,23,53,5.26%,47.37%,47.37%,0.00%,0.00%,5.26%,5.00%,6.079983296
FHuYMNeAErWNgEkf8Hyqao52tWjnqgMXLraWbxzHQCid,0.03,0.128969992,92.74,51.40%,15.365,468,286,234,234,1.75%,46.85%,51.05%,0.35%,0.00%,15.38%,0.00%,1.68224843
f4Cs9Tin7dHyiN5hXuf5BEqsu5KjyqLuMVtS1DpPcQo,0.03,0.128916514,"2,224.05",51.35%,184.5119,935,296,386,549,2.36%,46.28%,50.68%,0.68%,0.00%,13.51%,0.00%,21.01927255
8p4TNFjxfWeydexcUb3ojQdnzsfwgA1txahRDf9TWsft,0.03,0.128355956,926.52,50.28%,81.6557,884,361,442,442,0.00%,49.31%,50.14%,0.55%,0.00%,6.09%,0.00%,16.14983281
8p4TNFjxfWeydexcUb3ojQdnzsfwgA1txahRDf9TWsft,0.03,0.128306958,938.28,50.28%,81.6158,896,361,448,448,0.00%,49.31%,50.14%,0.55%,0.00%,6.09%,0.00%,16.21075454
HvM69Si84A5Jr6SQiyrJdYradKxPzmy1vD3uA1Trjnpn,0.03,0.128195417,"3,387.26",41.59%,223.1641,1184,328,605,579,1.52%,56.71%,41.46%,0.30%,0.00%,24.39%,2.67%,169.7798556
DDGAkoTRvD9a72wa5iVC8P8Bhsvf4ZxqurBEQPFsaAJo,0.03,0.127947282,63.06,100.00%,66.6026,74,5,36,38,0.00%,0.00%,100.00%,0.00%,0.00%,20.00%,0.00%,0.9490201
Ewn4p1M6RHrb7NRQRnK9kfmTzqc1g5x9NhuTvhwu7i94,0.02,0.127712499,"3,131.01",40.23%,298.9766,820,269,446,374,3.35%,56.51%,38.66%,1.49%,0.00%,16.73%,0.37%,77.63187669
CmCcQoj4XA3ewUoVJyKnMAKmYcNkdafWpXyGTK4gw6T8,0.06,0.12735361,"1,274.40",44.90%,242.295,413,49,85,328,2.04%,51.02%,44.90%,2.04%,0.00%,0.00%,0.00%,32.96983251
6rBoxvXcRVU2N25hScsT3ydy5dZxeVbaMCgQSKS5VJGS,0.03,0.127107002,"1,466.32",46.15%,217.6624,530,234,269,261,1.28%,52.56%,45.73%,0.43%,0.00%,7.26%,0.00%,14.24857064
4QhSgm3AcZp4CMFQeeWUp1Ljef1TiXDTx45RwBCVjsSz,0.03,0.12687012,"1,311.41",48.19%,73.7804,1401,665,674,727,0.00%,51.58%,48.12%,0.30%,0.00%,11.88%,0.00%,2.300072553
C5gercXHXAm3Q1NHBGRv2J56smF6PA8pyfxFVJePL3CK,0.08,0.126798087,"2,415.00",67.09%,181.0459,1052,79,157,895,1.27%,31.65%,67.09%,0.00%,0.00%,6.33%,0.00%,5.360332257
AyCfEN3jjkta6hMQQJ6cKuHm1Z9BhuYHdm3WmDgvjqcs,0.02,0.126692298,"5,856.03",40.32%,318.9956,1449,315,754,695,2.22%,56.83%,39.68%,1.27%,0.00%,2.86%,6.80%,33.8038546
6fN5WwbYXqG7dYUF5R3tZ6KzyxApWtMKivsFNVz5ZaaN,0.03,0.126635647,"1,912.62",41.86%,190.9397,791,216,357,434,0.46%,57.41%,42.13%,0.00%,0.00%,6.02%,1.82%,1.896239486
ZCU7q37kico3ypTmVJNAnAZTW1SJn7zFZ7C3843iMU2,0.03,0.126381296,633.58,58.06%,353.0452,142,31,59,83,0.00%,41.94%,58.06%,0.00%,0.00%,22.58%,0.00%,12.20271102
4QhSgm3AcZp4CMFQeeWUp1Ljef1TiXDTx45RwBCVjsSz,0.03,0.126263195,"1,314.47",48.19%,73.7814,1411,665,679,732,0.00%,51.58%,48.12%,0.30%,0.00%,11.88%,0.00%,2.31779999
DYTYrhehpUEgNkmNh6vJCPQXJXkWtsDA9c14RsL4ii6,0.03,0.126202148,"3,780.86",42.50%,153.1634,1956,802,979,977,0.12%,57.36%,42.14%,0.37%,0.00%,7.23%,0.00%,29.23336137
FHuYMNeAErWNgEkf8Hyqao52tWjnqgMXLraWbxzHQCid,0.03,0.12572172,86.87,50.74%,15.3549,450,272,225,225,1.47%,47.79%,50.00%,0.37%,0.37%,15.44%,0.00%,1.651590315
DYTYrhehpUEgNkmNh6vJCPQXJXkWtsDA9c14RsL4ii6,0.03,0.125637834,"3,802.81",42.50%,153.1783,1976,802,989,987,0.12%,57.36%,42.14%,0.37%,0.00%,7.23%,0.00%,29.34929488
G2mgnzpr59vYjKpwU9q5zVfS9yQ9HezMwjuqF7LACvR4,0.02,0.125208043,"1,983.80",40.79%,144.8266,1094,152,655,439,6.58%,51.97%,41.45%,0.00%,0.00%,3.95%,9.52%,3.956227201
CmCcQoj4XA3ewUoVJyKnMAKmYcNkdafWpXyGTK4gw6T8,0.06,0.124817777,962.98,44.90%,222.3368,347,49,74,273,2.04%,51.02%,44.90%,2.04%,0.00%,0.00%,0.00%,14.81521212
3tiMgbZ9zagkgS3RqDj9R8izc6yjCsV2Bu4B1D5x6cn1,0.02,0.12461284,406.99,49.50%,111.4688,293,103,152,141,7.77%,41.75%,50.49%,0.00%,0.00%,0.97%,0.00%,1.781750643
9h4fbkJUvfNwgpHH6ghxi4neeZKzFLa1jd3bTb3Y1amB,0.03,0.124424719,"2,164.40",41.77%,268.0317,649,237,263,386,3.80%,54.43%,40.93%,0.84%,0.00%,29.54%,11.57%,23.24184272
8gbLp64BTdwjWARZQZ64U2SxMyjwrBHAhKvBUW1chz2o,0.03,0.124027527,375.73,50.98%,208.9247,145,53,68,77,0.00%,49.06%,49.06%,1.89%,0.00%,3.77%,0.00%,7.370023418
7Ke2PvMakpMdipDMoaEt3EP5duveSDXRbxSXKPsoCK4T,0.04,0.12381604,"1,033.22",46.58%,201.5652,414,73,124,290,1.37%,50.68%,47.95%,0.00%,0.00%,12.33%,2.67%,75.23468835
DYTYrhehpUEgNkmNh6vJCPQXJXkWtsDA9c14RsL4ii6,0.02,0.123692727,"3,780.97",42.50%,153.0668,1997,802,1000,997,0.12%,57.36%,42.14%,0.37%,0.00%,7.23%,0.00%,28.43796806
6fN5WwbYXqG7dYUF5R3tZ6KzyxApWtMKivsFNVz5ZaaN,0.03,0.12369166,"1,858.23",41.86%,190.8905,787,216,355,432,0.46%,57.41%,42.13%,0.00%,0.00%,6.02%,1.82%,1.619673095
212R6T73foh1mq4mUL7DmGrSXFvpzGDcBAiX3S9FXyLw,0.03,0.123600704,"2,729.26",46.56%,136.3883,1619,189,744,875,3.70%,49.74%,46.56%,0.00%,0.00%,15.87%,0.00%,35.58177778
2enNFXKXaF63wTEDDC5oKELEqvQ8jbihVUHCVv4kfW5G,0.03,0.123011634,258.1,55.56%,171.9816,122,36,56,66,2.78%,41.67%,55.56%,0.00%,0.00%,8.33%,0.00%,3.43563541
CmCcQoj4XA3ewUoVJyKnMAKmYcNkdafWpXyGTK4gw6T8,0.06,0.122819233,"1,026.02",44.90%,223.3664,374,49,76,298,2.04%,51.02%,44.90%,2.04%,0.00%,0.00%,0.00%,15.94287413
AthiqcWNFgw1PiTemeXBtPumnc7DGWW8r1z7xxugjRFq,0.03,0.122574338,161.19,56.04%,39.6096,332,92,159,173,16.30%,29.35%,54.35%,0.00%,0.00%,1.09%,0.00%,0.53984237
Ab8eACuFfA6cyT75398vHTCppw7AYsegLQbz21xLDyac,0.02,0.121929326,"3,711.81",40.62%,390.787,779,453,390,389,0.00%,59.38%,40.62%,0.00%,0.00%,24.28%,0.22%,14.23550334
DYTYrhehpUEgNkmNh6vJCPQXJXkWtsDA9c14RsL4ii6,0.02,0.121235765,"3,732.91",42.50%,153.1104,2011,802,1007,1004,0.12%,57.36%,42.14%,0.37%,0.00%,7.23%,0.00%,28.19109407
7ossY3crrdDioBHgWimAhfHH8mXqu8bFS8pKpYtqma5X,0.02,0.121120235,44.13,42.20%,7.7521,470,219,235,235,29.68%,27.85%,41.55%,0.91%,0.00%,10.05%,0.00%,1.136149888
GpsKa1iixP2c149dZf4a315jTfBTZoBixayq5d4CmEkD,0.03,0.120696098,469.92,48.65%,140.0509,278,74,101,177,1.35%,50.00%,47.30%,1.35%,0.00%,2.70%,1.33%,6.366360789
C5gercXHXAm3Q1NHBGRv2J56smF6PA8pyfxFVJePL3CK,0.08,0.120582723,"2,445.23",67.09%,185.0223,1096,79,173,923,1.27%,31.65%,67.09%,0.00%,0.00%,6.33%,0.00%,5.45512771
3TkA8oTEty6LzVj74Gy16Uc7ekEJ18ATKoMEJWfkDjAY,0.02,0.120380402,7.6,40.91%,8.892,71,27,37,34,3.70%,51.85%,44.44%,0.00%,0.00%,0.00%,0.00%,0.007863395
bjkcxMGh1B7EQcUivFwWR71PDBJs16y42tnhZ6xQNNo,0.02,0.120276242,805.62,40.23%,356.2809,188,87,93,95,1.15%,57.47%,41.38%,0.00%,0.00%,17.24%,1.14%,4.925938072
BqwRebPQwDqRgCmGgg5q7vb45qBfjw8CjiqChmeW9Q9e,0.02,0.120232943,173.38,43.53%,14.3201,1007,170,512,495,4.12%,52.35%,43.53%,0.00%,0.00%,12.35%,0.00%,1.949200346
bjkcxMGh1B7EQcUivFwWR71PDBJs16y42tnhZ6xQNNo,0.02,0.119635345,810.29,40.23%,356.4736,190,87,94,96,1.15%,57.47%,41.38%,0.00%,0.00%,17.24%,1.14%,6.90178531
Ab8eACuFfA6cyT75398vHTCppw7AYsegLQbz21xLDyac,0.02,0.119240716,"3,668.44",40.62%,390.9148,787,453,394,393,0.00%,59.38%,40.62%,0.00%,0.00%,24.28%,0.22%,14.0757741
AGEDoPx2Ek2h96rRLu9eAtysFVBh2KjbRURrVVKyeW5p,0.02,0.118837783,423.62,44.29%,165.032,216,70,107,109,1.43%,54.29%,44.29%,0.00%,0.00%,1.43%,0.00%,5.355629323
CmCcQoj4XA3ewUoVJyKnMAKmYcNkdafWpXyGTK4gw6T8,0.06,0.118816414,"1,331.70",44.90%,252.4335,444,49,95,349,2.04%,51.02%,44.90%,2.04%,0.00%,0.00%,0.00%,32.5143146
CmCcQoj4XA3ewUoVJyKnMAKmYcNkdafWpXyGTK4gw6T8,0.06,0.11865898,"1,287.21",44.90%,251.1106,432,49,91,341,2.04%,51.02%,44.90%,2.04%,0.00%,0.00%,0.00%,31.8997803
Ab8eACuFfA6cyT75398vHTCppw7AYsegLQbz21xLDyac,0.02,0.118595036,"3,658.15",40.62%,390.9471,789,453,395,394,0.00%,59.38%,40.62%,0.00%,0.00%,24.28%,0.22%,13.99991846
BVpyswzKKzQPgtAMPd89aRjnYT5m6c86heNmbkEZZWNM,0.02,0.118445534,117.41,43.31%,44.451,223,157,110,113,0.00%,56.69%,43.31%,0.00%,0.00%,11.46%,0.00%,2.122831287
EuaYGVcawG2okMbtou6r5osHJDEGyyT5Nhac2m592mXd,0.02,0.118416066,"1,062.64",54.12%,51.191,1753,741,879,874,0.27%,45.61%,54.12%,0.00%,0.00%,28.74%,0.00%,4.60083722
3tiMgbZ9zagkgS3RqDj9R8izc6yjCsV2Bu4B1D5x6cn1,0.02,0.118158811,397.31,49.50%,106.7463,315,103,163,152,7.77%,41.75%,50.49%,0.00%,0.00%,0.97%,0.00%,1.766577685
itSkTkZQdWpsynJzvF3GcKZUjTwcvXXDLvYMz4HQRuM,0.02,0.118061814,66.43,100.00%,12.6443,445,1,223,222,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,1.286309783
C5gercXHXAm3Q1NHBGRv2J56smF6PA8pyfxFVJePL3CK,0.08,0.117742571,"2,318.84",67.09%,182.8612,1077,79,166,911,1.27%,31.65%,67.09%,0.00%,0.00%,6.33%,0.00%,4.833337188
4Mx6kV3bJa99WoJGbQyosfb35fhr4V6pZkUP7gzEjW77,0.02,0.117687496,4.91,53.70%,2.1178,197,60,102,95,11.67%,33.33%,55.00%,0.00%,0.00%,3.33%,0.00%,0.076853643
4Cb7A9Xuhv2Nnuk5vZ1xhnKkhDLnYjeZekzHv2zT5jjh,0.03,0.117652022,"1,144.59",52.50%,375.6218,259,40,121,138,0.00%,47.50%,50.00%,2.50%,0.00%,20.00%,2.44%,7.06845892
DYTYrhehpUEgNkmNh6vJCPQXJXkWtsDA9c14RsL4ii6,0.02,0.117413479,"3,658.24",42.50%,153.3312,2032,802,1017,1015,0.12%,57.36%,42.14%,0.37%,0.00%,7.23%,0.00%,28.61391402
212R6T73foh1mq4mUL7DmGrSXFvpzGDcBAiX3S9FXyLw,0.03,0.116897062,"2,563.60",46.56%,136.2137,1610,189,741,869,3.70%,49.74%,46.56%,0.00%,0.00%,15.87%,0.00%,34.73853738
6rBoxvXcRVU2N25hScsT3ydy5dZxeVbaMCgQSKS5VJGS,0.02,0.116035694,"1,352.10",46.15%,216.9916,537,234,273,264,1.28%,52.56%,45.73%,0.43%,0.00%,7.26%,0.00%,12.55588186
2ZoQM9R2bs3gGzvLAs1cgL3YMM9xTVGKCKKnzSpzam6D,0.14,0.115363403,791.85,57.14%,114.0193,602,21,51,551,0.00%,42.86%,52.38%,4.76%,0.00%,28.57%,0.00%,7.64486473
DYTYrhehpUEgNkmNh6vJCPQXJXkWtsDA9c14RsL4ii6,0.02,0.115243746,"3,410.52",42.50%,153.1779,1932,802,967,965,0.12%,57.36%,42.14%,0.37%,0.00%,7.23%,0.00%,27.2568654
vALBZLWCGpuH1T81kHxc42VDSHqdE6oKg8tYksPsaKP,0.02,0.11524063,822.31,52.91%,34.0601,2095,344,1416,679,2.91%,44.19%,52.33%,0.58%,0.00%,15.12%,0.58%,6.510242768
DYTYrhehpUEgNkmNh6vJCPQXJXkWtsDA9c14RsL4ii6,0.02,0.11466724,"3,344.87",42.50%,153.205,1904,802,953,951,0.12%,57.36%,42.14%,0.37%,0.00%,7.23%,0.00%,26.90632499
5tDPtiwKWsYpiFdu9yMap8ofanAuCPQP67moi7NnyM32,0.02,0.114570107,"1,556.98",50.20%,251.197,541,253,267,274,0.40%,49.41%,50.20%,0.00%,0.00%,26.09%,0.00%,4.513724569
F5UDaUnjPMvYr2SAL4eGTtD5nEc5RUrKcj1NoF5PVujw,0.02,0.114469383,378.82,43.02%,54.9727,602,179,348,254,1.68%,54.75%,43.02%,0.56%,0.00%,8.38%,0.56%,1.615245167
9N1Tvyz7XkMrLZmF6dJR8VPpVotsFyuN799FJoMSmcoW,0.02,0.114194425,"2,935.19",43.19%,216.9067,1185,383,610,575,1.57%,55.09%,42.82%,0.52%,0.00%,26.63%,0.26%,110.2268087
EuaYGVcawG2okMbtou6r5osHJDEGyyT5Nhac2m592mXd,0.02,0.114145938,"1,011.94",54.12%,50.9794,1739,741,872,867,0.27%,45.61%,54.12%,0.00%,0.00%,28.74%,0.00%,4.382258324
Ab8eACuFfA6cyT75398vHTCppw7AYsegLQbz21xLDyac,0.02,0.113627407,"3,413.37",40.62%,390.6375,769,453,385,384,0.00%,59.38%,40.62%,0.00%,0.00%,24.28%,0.22%,12.35670432
AL7wzzVNtPA8gFhFPYV3rLpTCvgyze7jsZmmmuee8zrR,0.03,0.113511703,612.62,54.41%,333.1467,162,68,64,98,1.47%,44.12%,54.41%,0.00%,0.00%,14.71%,1.45%,3.179042322
DYTYrhehpUEgNkmNh6vJCPQXJXkWtsDA9c14RsL4ii6,0.02,0.113364724,"3,560.59",42.50%,153.3607,2048,802,1025,1023,0.12%,57.36%,42.14%,0.37%,0.00%,7.23%,0.00%,10.11078948
2U7h2AaAVj57Xk4Lh51TVgvSfGNiH5fAFyEAgkHC7yaX,0.02,0.112992746,29.2,42.86%,36.3977,71,23,36,35,0.00%,52.17%,47.83%,0.00%,0.00%,0.00%,0.00%,0.765008394
GUALA8iJfbTMkqkyG4BPzbDV4Nc6xTCnNVXG9JfUpDbN,0.02,0.112901668,100.79,54.71%,8.7095,1025,170,538,487,2.94%,42.94%,53.53%,0.59%,0.00%,8.82%,0.00%,1.032367682
562Ma8fb9ZZLj5swuy8TRHEMLzmLRS7VdvgKb52U9RVH,0.03,0.112593078,"1,669.49",40.85%,233.8745,634,284,253,381,1.76%,57.39%,40.14%,0.70%,0.00%,9.15%,0.00%,15.342133
GUALA8iJfbTMkqkyG4BPzbDV4Nc6xTCnNVXG9JfUpDbN,0.02,0.112149697,96.51,54.71%,8.7632,982,170,516,466,2.94%,42.94%,53.53%,0.59%,0.00%,8.82%,0.00%,1.027465443
7oYhHZwZNCbfwjpJjJVaPwk89Ettf6W35kaTGbVUv5PX,0.02,0.111814111,38.82,53.49%,35.7921,97,43,51,46,2.33%,44.19%,53.49%,0.00%,0.00%,9.30%,2.27%,6.45782239
EDRQpShEPVg7WQfEq8KEQjWd5hMCAcmppjQnWUXhFSHh,0.02,0.111771425,158.54,42.86%,191.6798,74,14,43,31,7.14%,50.00%,42.86%,0.00%,0.00%,7.14%,0.00%,7.233219802
9N1Tvyz7XkMrLZmF6dJR8VPpVotsFyuN799FJoMSmcoW,0.02,0.111630344,"2,951.73",43.19%,214.2788,1234,383,639,595,1.57%,55.09%,42.82%,0.52%,0.00%,26.63%,0.26%,112.1385517
E5KPzhc3NdWztE6qg1juWfZKTUHLdhD3efFCzBZUXWka,0.02,0.111488964,117.44,40.74%,123.9268,85,81,44,41,3.70%,54.32%,41.98%,0.00%,0.00%,12.35%,4.71%,8.180337501
562Ma8fb9ZZLj5swuy8TRHEMLzmLRS7VdvgKb52U9RVH,0.03,0.111457073,"1,743.47",40.85%,233.8195,669,284,267,402,1.76%,57.39%,40.14%,0.70%,0.00%,9.15%,0.00%,15.72148928
DYTYrhehpUEgNkmNh6vJCPQXJXkWtsDA9c14RsL4ii6,0.02,0.11118957,"3,509.83",42.50%,153.3828,2058,802,1030,1028,0.12%,57.36%,42.14%,0.37%,0.00%,7.23%,0.00%,9.84711668
vALBZLWCGpuH1T81kHxc42VDSHqdE6oKg8tYksPsaKP,0.02,0.111172747,624.43,52.91%,29.2387,1921,344,1325,596,2.91%,44.19%,52.33%,0.58%,0.00%,15.12%,0.58%,4.943280954
